,title,street,city,country_code,address_text,marker_icon,remote,company_name,company_url,company_size,experience_level,salary_from,salary_to,salary_currency,latitude,longitude,employment_type,published_at,remote_interview,id,company_logo_url,skills,.NET,Design,-,Network,REST API,Embeded,Cloud,Database,Android,IT,Soft Skills,Scrum master,Mobile,Common,JavaScript,DevOps,Software engineering,Testing,Automation,Shell Scripting,Backend,Data Science,Blockchain,C++,Client Service,Front-end,Civil Engineering,Developer,iOS,SQL,Python,PHP,Erlang,Scala,Git,Games,Golang,Google,Java,Web,Consultant,Project Manager,Analitics,CRM,Perl,R,Ruby,Rust,SAP,CSS,XML,Salesforce,API,Data,Excel,Vert.x
236,"Architect IT (0,5 FTE)",Mokotów,Warszawa,PL,"Mokotów, Warszawa",other,False,ASTEK Polska,http://astek.pl/,800,mid,,,,52.194157,21.0346955,b2b,2020-05-22T14:00:06.725Z,False,astek-polska-architect-it,https://bucket.justjoin.it/offers/company_logos/thumb/808a3357cee8a415af942f327426e8eef1606ddf.png?1588860478,"[{'name': 'TST', 'level': 4}, {'name': 'dev', 'level': 4}, {'name': 'MDS', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Mid Front End Developer,Naruszewicza 27,Warszawa,PL,"Naruszewicza 27, Warszawa",javascript,False,Property Group Sp. z o.o.,https://rynekpierwotny.pl/,60+,mid,9000.0,13000.0,pln,52.1906665,21.0177388,b2b,2020-05-22T14:00:06.725Z,False,property-group-sp-z-o-o-mid-front-end-developer-warszawa,https://bucket.justjoin.it/offers/company_logos/thumb/60f1731740e171b059b04f6d82147a30954ff113.png?1588858515,"[{'name': 'CSS', 'level': 4}, {'name': 'React', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Senior Python Developer,Naruszewicza 27,Warszawa,PL,"Naruszewicza 27, Warszawa",python,False,Property Group Sp. z o.o.,https://rynekpierwotny.pl/,60+,senior,12000.0,18000.0,pln,52.1906665,21.0177388,b2b,2020-05-22T14:00:06.725Z,False,property-group-sp-z-o-o-senior-python-developer-warszawa,https://bucket.justjoin.it/offers/company_logos/thumb/89c0f8f9184e300b0eaa746552913715e7f46f9e.png?1588857331,"[{'name': 'OOP', 'level': 5}, {'name': 'Django', 'level': 5}, {'name': 'Python', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Golang Developer,Świętego Rocha,Białystok,PL,"Świętego Rocha, Białystok",go,True,Acaisoft,https://acaisoft.com/,80,mid,6000.0,12000.0,pln,53.1324886,23.1688403,b2b,2020-05-22T14:00:06.725Z,False,acaisoft-golang-developer,https://bucket.justjoin.it/offers/company_logos/thumb/b266bd5de01b796fe97345f972ceaa712b0710f8.png?1588858235,"[{'name': 'Elasticsearch', 'level': 2}, {'name': 'MongoDB', 'level': 2}, {'name': 'Golang', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Product Owner,Poland,Warszawa,PL,"Poland, Warszawa",pm,True,Silent Eight,https://silenteight.com/,40+,senior,16000.0,20000.0,pln,52.2296756,21.0122287,b2b,2020-05-22T14:00:06.725Z,True,silent-eight-product-owner-remote,https://bucket.justjoin.it/offers/company_logos/thumb/6678558e477dab639f97969a76d10678ffcb1101.jpg?1587734411,"[{'name': 'English', 'level': 5}, {'name': 'Product Management', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Senior C Embedded IO Engineer,Francuska 46,Katowice,PL,"Francuska 46, Katowice",c,False,Rockwell Automation Sp.z o.o.,https://www.rockwellautomation.com,23000,senior,10000.0,20000.0,pln,50.2467294,19.0263686,permanent,2020-05-22T14:00:06.725Z,True,rockwell-automation-sp-z-o-o-senior-embedded-io-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/1d3e36134664128e9755302b28912670cd7c853c.png?1587562055,"[{'name': 'C++', 'level': 4}, {'name': 'C', 'level': 4}, {'name': 'English', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Embedded Software Engineer - Internship,Bratysławska 1a ,Kraków,PL,"Bratysławska 1a , Kraków",c,False,Nordic Semiconductor,https://www.nordicsemi.com/,60,junior,5000.0,7000.0,pln,50.0855559,19.934216,permanent,2020-05-22T14:00:06.725Z,True,nordic-semiconductor-embedded-software-engineer-internship,https://bucket.justjoin.it/offers/company_logos/thumb/b707e3aec0565f3c76329fda507d9c7516080e16.png?1584969866,"[{'name': 'Embedded Software', 'level': 2}, {'name': 'C', 'level': 2}, {'name': 'English', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Senior Developer .NET,Wersalska 75/77,Łódź,PL,"Wersalska 75/77, Łódź",net,False,Rossmann,https://kariera.rossmann.pl/,300+,senior,,,,51.8103399,19.3772379,b2b,2020-05-22T14:00:06.725Z,False,rossmann-senior-developer-net,https://bucket.justjoin.it/offers/company_logos/thumb/a7c70a18dcdc66c5941919542fa991ca744bf38a.png?1583840567,"[{'name': 'MS SQL', 'level': 4}, {'name': 'Visual Studio', 'level': 4}, {'name': '.NET C#', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Risk Management Contractor,"Avenue des Arts 9, 1210",Sint-Joost-ten-Node,BE,"Avenue des Arts 9, 1210, Sint-Joost-ten-Node",python,False,Finalyse,https://www.finalyse.com/,80,mid,7200.0,14000.0,eur,50.8481038,4.3698413,b2b,2020-05-22T14:00:06.725Z,True,finalyse-risk-management-contractor-sint-joost-ten-node,https://bucket.justjoin.it/offers/company_logos/thumb/91407cf981e67b8158f7a5e96456b0d647ea173f.jpg?1589292449,"[{'name': 'VBA', 'level': 4}, {'name': 'R', 'level': 4}, {'name': 'Python', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,SIEM Administrator,Grzybowska 62,Warszawa,PL,"Grzybowska 62, Warszawa",security,False,Operator Chmury Krajowej,https://chmurakrajowa.pl/,100,mid,9000.0,12000.0,pln,52.2340597,20.9863397,permanent,2020-05-22T14:00:06.725Z,True,operator-chmury-krajowej-siem-administrator-warszawa,https://bucket.justjoin.it/offers/company_logos/thumb/9d1a3d1ae15eb2bcb6d599da1135f7ee20c7bfdd.png?1589292234,"[{'name': 'Network', 'level': 4}, {'name': 'QRadar', 'level': 4}, {'name': 'SIEM', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,SR C Visualization Embedded SW Engineer,Francuska 46,Katowice,PL,"Francuska 46, Katowice",c,False,Rockwell Automation Sp.z o.o.,https://www.rockwellautomation.com,23000,senior,10000.0,20000.0,pln,50.2467294,19.0263686,permanent,2020-05-22T14:00:06.725Z,True,rockwell-automation-sp-z-o-o-software-engineer-katowice,https://bucket.justjoin.it/offers/company_logos/thumb/c12981a34b2727140fd673a5b41ff0c4ae3f4cc8.png?1587561376,"[{'name': 'C++', 'level': 4}, {'name': 'C', 'level': 4}, {'name': 'English', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Senior Front-end Developer,Wersalska 75/77,Łódź,PL,"Wersalska 75/77, Łódź",javascript,True,Rossmann,https://kariera.rossmann.pl/,300+,senior,,,,51.8103399,19.3772379,b2b,2020-05-22T14:00:06.725Z,False,rossmann-senior-front-end-developer,https://bucket.justjoin.it/offers/company_logos/thumb/eb1b8c9f52cb031ad8b15754b1190f68fe7869c3.png?1583839105,"[{'name': 'Redux', 'level': 5}, {'name': 'React', 'level': 5}, {'name': 'JS', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Product Manager,Poland,Warszawa,PL,"Poland, Warszawa",pm,True,Silent Eight,https://silenteight.com/,40+,senior,16000.0,20000.0,pln,52.2296756,21.0122287,b2b,2020-05-22T14:00:06.725Z,True,silent-eight-product-manager,https://bucket.justjoin.it/offers/company_logos/thumb/f914c9f2c9513dc6ae927852739c9ef1e9e9e5a9.jpg?1587734548,"[{'name': 'English', 'level': 5}, {'name': 'Product Management', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Angular Developer,Francuska 182,Katowice,PL,"Francuska 182, Katowice",javascript,True,LEOCODE,https://leocode.com/,50,mid,11000.0,15000.0,pln,50.232139,19.0289229,b2b,2020-05-22T14:00:06.725Z,True,leocode-angular-developer-katowice,https://bucket.justjoin.it/offers/company_logos/thumb/0ec1bd7f7dd3535d3bb11f5d427f1b3e643d3965.png?1587130463,"[{'name': 'CSS3', 'level': 3}, {'name': 'HTML5', 'level': 3}, {'name': 'Angular 6', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Project Manager,Poland,Warszawa,PL,"Poland, Warszawa",pm,True,Silent Eight,https://silenteight.com/,40+,senior,10000.0,15000.0,pln,52.2296756,21.0122287,b2b,2020-05-22T14:00:06.725Z,True,silent-eight-project-manager,https://bucket.justjoin.it/offers/company_logos/thumb/3155b222cbb74483045db33988d02212559bbc62.jpg?1587734644,"[{'name': 'Project Management', 'level': 5}, {'name': 'English', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Full-Stack .NET Developer,Krupnicza 3,Kraków,PL,"Krupnicza 3, Kraków",net,False,Forte_ Digital,https://fortedigital.no,40,mid,12000.0,16000.0,pln,50.063617,19.931784,permanent,2020-05-22T14:00:06.725Z,False,forte_-digital-full-stack-net-developer,https://bucket.justjoin.it/offers/company_logos/thumb/2b875e5473234ad8db3b067b844745b58ca8ddfe.png?1549869262,"[{'name': 'ASP.NET MVC', 'level': 3}, {'name': 'C#', 'level': 3}, {'name': '.Net', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Senior DevOps Engineer,Centrum,Warszawa,PL,"Centrum, Warszawa",devops,True,Devire,http://devire.pl,<200,senior,18500.0,20000.0,pln,52.232314,21.008669,b2b,2020-05-22T14:00:06.725Z,True,devire-senior-devops-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/ecf4a3ef69c9302c60d75cfc1ac4b028ea911b1f.png?1587563237,"[{'name': 'Docker', 'level': 4}, {'name': 'Kubernetes', 'level': 4}, {'name': 'DevOps', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,DevOps Engineer (online recruitment),ul. Górnych Wałów 26,Gliwice,PL,"ul. Górnych Wałów 26, Gliwice",devops,False,Brainhub Sp. z. o. o.,https://brainhub.eu,60+,mid,7000.0,13000.0,pln,50.2934057,18.6629247,b2b,2020-05-22T14:00:06.725Z,True,brainhub-sp-z-o-o-devops-engineer-online-recruitment,https://bucket.justjoin.it/offers/company_logos/thumb/63537217ba00efd3a2566dff293ffa692f79ad03.png?1585321453,"[{'name': 'DevOps', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,.NET Developer,Braniborska 40,Wrocław,PL,"Braniborska 40, Wrocław",net,True,Angry Nerds,https://angrynerds.pl,50+,mid,7000.0,14000.0,pln,51.1109566,17.012614,b2b,2020-05-22T13:38:00.000Z,False,angry-nerds-net-developer-wroclaw,https://bucket.justjoin.it/offers/company_logos/thumb/0947e5a5d03fcaf1e134649f1fe51ec78f726c0e.png?1590154681,"[{'name': 'ASP.NET MVC', 'level': 3}, {'name': 'ASP.NET Core', 'level': 3}, {'name': '.NET Core', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Front-end Developer,Braniborska 40,Wrocław,PL,"Braniborska 40, Wrocław",javascript,True,Angry Nerds,https://angrynerds.pl,50+,mid,7000.0,14000.0,pln,51.1109566,17.012614,b2b,2020-05-22T13:29:00.000Z,False,angry-nerds-front-end-developer-98aa76dc-d836-4ca6-9bf1-c7dee78b17e4,https://bucket.justjoin.it/offers/company_logos/thumb/6a94fd0684c69bc1b282ac22809df8e957433761.png?1590154150,"[{'name': 'HTML5', 'level': 3}, {'name': 'Angular 2+', 'level': 3}, {'name': 'JavaScript', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Senior Software Engineer,Pradnicka 20a,Kraków,PL,"Pradnicka 20a, Kraków",java,False,Guidewire,https://www.guidewire.com/,+2400,senior,15000.0,21000.0,pln,50.0775626,19.936,permanent,2020-05-22T13:03:00.000Z,True,guidewire-senior-software-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/309c36adf927bcf2b8676c8e848666f53aabd9a8.png?1585240145,"[{'name': 'Spring', 'level': 3}, {'name': 'TDD', 'level': 4}, {'name': 'Java', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Software Engineer DevOps,Pradnicka 20a,Kraków,PL,"Pradnicka 20a, Kraków",devops,False,Guidewire,https://www.guidewire.com/,+2400,mid,14000.0,23000.0,pln,50.0775626,19.936,permanent,2020-05-22T13:03:00.000Z,True,guidewire-software-engineer-devops,https://bucket.justjoin.it/offers/company_logos/thumb/673fc96c2d2b8bc10e1af8a79a476952286c2ed1.png?1585240335,"[{'name': 'AWS', 'level': 3}, {'name': 'Linux', 'level': 4}, {'name': 'Cloud', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Senior Frontend Engineer,Pradnicka 20a,Kraków,PL,"Pradnicka 20a, Kraków",javascript,False,Guidewire,https://www.guidewire.com/,+2400,senior,15000.0,22000.0,pln,50.0775626,19.936,permanent,2020-05-22T13:03:00.000Z,True,guidewire-senior-frontend-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/d355e901a85727c41830b25c0f7a3c72568a7a5e.png?1586524948,"[{'name': 'CSS', 'level': 3}, {'name': 'ReactJS', 'level': 3}, {'name': 'JavaScript', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,.NET Developer,Bukowińska 22B,Warszawa,PL,"Bukowińska 22B, Warszawa",net,False,Primaris,https://primaris.eu/,130+,junior,10000.0,12000.0,pln,52.1823233,21.0253869,b2b,2020-05-22T13:00:06.843Z,True,primaris-net-developer-warszawa,https://bucket.justjoin.it/offers/company_logos/thumb/c3318575b9703533caec2a48fa03f74fcae31622.png?1588854215,"[{'name': 'CSS', 'level': 3}, {'name': 'Angular', 'level': 3}, {'name': '.NET Core', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Regular JS Developer,"Obrzeżna, 1A",Warszawa,PL,"Obrzeżna, 1A, Warszawa",javascript,True,ITCraftship,https://www.itcraftship.com,10,mid,12000.0,14000.0,pln,52.1704834,20.9955052,b2b,2020-05-22T13:00:06.843Z,True,itcraftship-regular-js-developer-warszawa,https://bucket.justjoin.it/offers/company_logos/thumb/40e39d99fb9af7d75e05f1731266cdbdeeacb32e.png?1588854829,"[{'name': 'OOP', 'level': 3}, {'name': 'Angular', 'level': 4}, {'name': 'JavaScript', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,DevOps,"Rydlówka, 20",Kraków,PL,"Rydlówka, 20, Kraków",devops,False,Codahead,http://codahead.com,50,mid,10000.0,16000.0,pln,50.034961,19.9367149,b2b,2020-05-22T13:00:06.843Z,True,codahead-devops-krakow,https://bucket.justjoin.it/offers/company_logos/thumb/5fc4ff99e07663587a21437da25e7826f5278ece.png?1584968187,"[{'name': 'Kubernetes', 'level': 4}, {'name': 'Docker', 'level': 4}, {'name': 'English', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Junior Java Developer,Marynarska 14,Warszawa,PL,"Marynarska 14, Warszawa",java,False,Release11 Sp. z o.o.,http://release11.com,20,junior,4000.0,4500.0,pln,52.1814989,20.9925161,b2b,2020-05-22T13:00:06.843Z,True,release11-sp-z-o-o-junior-java-developer,https://bucket.justjoin.it/offers/company_logos/thumb/ba15cadbadccbbc3a1a998d473f05fb58b6d38f0.png?1587559551,"[{'name': 'Java', 'level': 2}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Frontend JavaScript Developer,Łużyczan,Lublin,PL,"Łużyczan, Lublin",javascript,True,Trimetis Services,http://www.trimetis.com,50,senior,12000.0,17600.0,pln,51.2533289,22.4961244,b2b,2020-05-22T13:00:06.843Z,True,trimetis-services-frontend-javascript-developer,https://bucket.justjoin.it/offers/company_logos/thumb/fa894d5d3a5df6f44169c064d8c75925b86d0e2d.jpg?1589286755,"[{'name': 'Angular', 'level': 4}, {'name': 'TypeScript', 'level': 4}, {'name': 'JavaScript', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,PHP Developer,Bracka 28a,Katowice,PL,"Bracka 28a, Katowice",php,True,E Net Production Sp. z o.o.,http://www.enp.pl,160+,mid,7000.0,11000.0,pln,50.2682935,18.9904191,b2b,2020-05-22T13:00:06.843Z,True,e-net-production-sp-z-o-o-php-developer-katowice,https://bucket.justjoin.it/offers/company_logos/thumb/20ab6544fede2226c2c4452b31ccc930f802e1f8.png?1558963386,"[{'name': 'PHP', 'level': 4}, {'name': 'Git', 'level': 4}, {'name': 'MySQL', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Magento Developer - Mid level,Miłkowskiejgo 5/7,Kraków,PL,"Miłkowskiejgo 5/7, Kraków",php,True,Strix,http://strix.net,80-100,mid,7000.0,11000.0,pln,50.0273901,19.9200381,b2b,2020-05-22T13:00:06.843Z,True,strix-php-developer,https://bucket.justjoin.it/offers/company_logos/thumb/5fceedda0f84d3246623757c7930921b4a2a51a1.png?1557299720,"[{'name': 'Git', 'level': 3}, {'name': 'Magento 2', 'level': 4}, {'name': 'PHP 7', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,IT Security Architect/ Consultant,Grunwaldzka 472 c,Gdańsk,PL,"Grunwaldzka 472 c, Gdańsk",security,False,Atena,https://www.atena.pl/,500+,senior,,,,54.4035824,18.5709355,permanent,2020-05-22T13:00:06.843Z,True,atena-it-security-architect-consultant,https://bucket.justjoin.it/offers/company_logos/thumb/ee57e6543a46bb2e2d90a0860314066ba0b1e174.PNG?1589287736,"[{'name': 'IT Security', 'level': 5}, {'name': 'Security', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Web Designer,pl. Wiosny Ludów 2,Poznań,PL,"pl. Wiosny Ludów 2, Poznań",ux,False,Recruitee,http://www.recruitee.com,100,mid,10000.0,13000.0,pln,52.405487,16.931796,b2b,2020-05-22T13:00:06.843Z,True,recruitee-web-designer,https://bucket.justjoin.it/offers/company_logos/thumb/714d577ee6a8b0bdd0db6125a619f556e5b913c4.png?1587559432,"[{'name': 'JavaScript', 'level': 3}, {'name': 'UI Design', 'level': 3}, {'name': 'UX Design', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Frontend Developer,Poland,Warszawa,PL,"Poland, Warszawa",javascript,True,Silent Eight,https://silenteight.com/,40+,senior,12000.0,18000.0,pln,52.2296756,21.0122287,b2b,2020-05-22T13:00:06.843Z,True,silent-eight-frontend-developer-warszawa,https://bucket.justjoin.it/offers/company_logos/thumb/b0e897f368bf3084c9bb1b172ba1d697aa11c83a.jpg?1587733844,"[{'name': 'TypeScript', 'level': 5}, {'name': 'Angular 2+', 'level': 5}, {'name': 'JavaScript', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Senior Java Developer,Dąb,Katowice,PL,"Dąb, Katowice",java,False,Dorwij NERDA,http://www.dorwijnerda.pl,10,senior,14000.0,18000.0,pln,50.2700824,19.0000191,permanent,2020-05-22T13:00:06.843Z,True,dorwij-nerda-senior-java-developer,https://bucket.justjoin.it/offers/company_logos/thumb/b03e4b9acd30654c7c744c0c3da1d648f02682c8.png?1583317684,"[{'name': 'Kafka', 'level': 1}, {'name': 'Spring', 'level': 4}, {'name': 'Java 8+', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Junior iOS Developer,Nałęczowska 16,Lublin,PL,"Nałęczowska 16, Lublin",mobile,False,eLeader,https://eleadergroup.com/,100-150,junior,,,,51.2487181,22.5174988,permanent,2020-05-22T12:57:00.000Z,True,eleader-junior-ios-developer,https://bucket.justjoin.it/offers/company_logos/thumb/846972adf30e3fc98a126a85178562403e61ceb3.png?1590152215,"[{'name': 'iOS', 'level': 2}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Remote Fullstack JavaScript Developer,Ocean Drive,Miami Beach,US,"Ocean Drive, Miami Beach",javascript,True,EPC Network,https://epcnetwork.io,40,mid,10000.0,16000.0,pln,25.7779458,-80.1311819,b2b,2020-05-22T12:45:00.000Z,True,epc-network-remote-fullstack-javascript-developer-miami-beach,https://bucket.justjoin.it/offers/company_logos/thumb/646daaa15bc6c963e0afedd4e721ec7fd690a661.png?1590151528,"[{'name': 'TypeScript', 'level': 4}, {'name': 'JavaScript', 'level': 4}, {'name': 'ReactJS', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Java Developer,Krysiewicza 9,Poznań,PL,"Krysiewicza 9, Poznań",java,False,FINANTEQ,https://eleadergroup.com/,100-150,mid,,,,52.4048949,16.929849,permanent,2020-05-22T12:44:00.000Z,True,finanteq-java-developer,https://bucket.justjoin.it/offers/company_logos/thumb/a012299b23460909ffa6688737d2d870a093aa79.jpg?1590151281,"[{'name': 'Java', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
